country_code,gender,year,unemployment
VNM,MA,2017,3.0
GBR,MA,2017,4.9
USA,MA,2017,5.79
ARE,MA,2017,2.53
SGP,MA,2017,4.5
MMR,MA,2017,2.38
MYS,MA,2017,3.9
AUS,MA,2018,3.53
PHL,MA,2018,8.52
THA,MA,2018,1.41
VNM,MA,2018,1.83
GBR,MA,2018,2.54
USA,MA,2018,2.42
ARE,MA,2018,1.9
SGP,MA,2018,3.7
MMR,MA,2018,2.55
MYS,MA,2018,3.64
AUS,FE,2018,3.26
PHL,FE,2018,6.51
THA,FE,2018,1.7
VNM,FE,2018,2.31
GBR,FE,2018,2.49
USA,FE,2018,2.48
ARE,FE,2018,9.47
SGP,FE,2018,4.6
MMR,FE,2018,2.09
MYS,FE,2018,4.46
AUS,FE,2018,8.03
PHL,FE,2018,4.26
THA,FE,2018,0.43
VNM,FE,2018,0.66
GBR,FE,2018,6.15
USA,FE,2018,7.08
ARE,FE,2018,4.14
SGP,FE,2018,2.93
MMR,FE,2018,0.64
MYS,FE,2018,2.53
AUS,MA,2018,9.01
PHL,MA,2018,4.56
THA,MA,2018,0.74
VNM,MA,2018,1.03
GBR,MA,2018,6.43
USA,MA,2018,5.22
ARE,MA,2018,0.71
SGP,MA,2018,4.03
MMR,MA,2018,0.54
MYS,MA,2018,1.86
AUS,FE,2018,6.82
PHL,FE,2018,8.1
THA,FE,2018,1.04
VNM,FE,2018,1.56
GBR,FE,2018,4.84
USA,FE,2018,5.19
ARE,FE,2018,10.52
SGP,FE,2018,4.78
MMR,FE,2018,2.68
MYS,FE,2018,4.44
AUS,MA,2018,5.18
PHL,MA,2018,9.8
THA,MA,2018,1.13
VNM,MA,2018,1.91
GBR,MA,2018,4.44
USA,MA,2018,5.16
ARE,MA,2018,2.53
SGP,MA,2018,4.5
MMR,MA,2018,1.37
MYS,MA,2018,3.9
AUS,MA,2019,3.53
PHL,MA,2019,8.52
THA,MA,2019,1.32
VNM,MA,2019,2.27
GBR,MA,2019,2.57
USA,MA,2019,2.35
ARE,MA,2019,1.9
SGP,MA,2019,3.7
MMR,MA,2019,0.74
MYS,MA,2019,3.64
AUS,FE,2019,3.26
PHL,FE,2019,6.51
THA,FE,2019,1.61
VNM,FE,2019,2.7
GBR,FE,2019,2.39
USA,FE,2019,2.41
ARE,FE,2019,9.47
SGP,FE,2019,4.6
MMR,FE,2019,0.88
MYS,FE,2019,4.46
AUS,FE,2019,8.03
PHL,FE,2019,4.26
THA,FE,2019,0.44
VNM,FE,2019,1.68
GBR,FE,2019,6.23
USA,FE,2019,6.85
ARE,FE,2019,4.14
SGP,FE,2019,2.93
MMR,FE,2019,0.28
MYS,FE,2019,2.53
AUS,MA,2019,9.01
PHL,MA,2019,4.56
THA,MA,2019,0.62
VNM,MA,2019,1.88
GBR,MA,2019,6.72
USA,MA,2019,4.59
ARE,MA,2019,0.71
SGP,MA,2019,4.03
MMR,MA,2019,0.29
MYS,MA,2019,1.86
AUS,FE,2019,6.82
PHL,FE,2019,8.1
THA,FE,2019,1.02
VNM,FE,2019,2.76
GBR,FE,2019,3.96
USA,FE,2019,4.82
ARE,FE,2019,10.52
SGP,FE,2019,4.78
MMR,FE,2019,0.16
MYS,FE,2019,4.44
AUS,MA,2019,5.18
PHL,MA,2019,9.8
THA,MA,2019,0.98
VNM,MA,2019,2.53
GBR,MA,2019,4.03
USA,MA,2019,4.85
ARE,MA,2019,2.53
SGP,MA,2019,4.5
MMR,MA,2019,0.19
MYS,MA,2019,3.9
AUS,MA,2020,3.53
PHL,MA,2020,8.52
THA,MA,2020,1.32
VNM,MA,2020,2.99
GBR,MA,2020,2.57
USA,MA,2020,5.2
ARE,MA,2020,1.9
SGP,MA,2020,3.7
MMR,MA,2020,0.74
MYS,MA,2020,3.64
AUS,FE,2020,3.26
PHL,FE,2020,6.51
THA,FE,2020,1.61
VNM,FE,2020,5.91
GBR,FE,2020,2.39
USA,FE,2020,5.96
ARE,FE,2020,9.47
SGP,FE,2020,4.6
MMR,FE,2020,0.88
MYS,FE,2020,4.46
AUS,FE,2020,8.03
PHL,FE,2020,4.26
THA,FE,2020,0.44
VNM,FE,2020,1.77
GBR,FE,2020,6.23
USA,FE,2020,13.99
ARE,FE,2020,4.14
SGP,FE,2020,2.93
MMR,FE,2020,0.28
MYS,FE,2020,2.53
AUS,MA,2020,9.01
PHL,MA,2020,4.56
THA,MA,2020,0.62
VNM,MA,2020,1.65
GBR,MA,2020,6.72
USA,MA,2020,10.52
ARE,MA,2020,0.71
SGP,MA,2020,4.03
MMR,MA,2020,0.29
MYS,MA,2020,1.86
AUS,FE,2020,6.82
PHL,FE,2020,8.1
THA,FE,2020,1.02
VNM,FE,2020,3.25
GBR,FE,2020,3.96
USA,FE,2020,11.1
ARE,FE,2020,10.52
SGP,FE,2020,4.78
MMR,FE,2020,0.16
MYS,FE,2020,4.44
AUS,MA,2020,5.18
PHL,MA,2020,9.8
THA,MA,2020,0.98
VNM,MA,2020,2.27
GBR,MA,2020,4.03
USA,MA,2020,9.97
ARE,MA,2020,2.53
SGP,MA,2020,4.5
MMR,MA,2020,0.19
MYS,MA,2020,3.9
AUS,MA,2021,3.53
PHL,MA,2021,8.52
THA,MA,2021,1.32
VNM,MA,2021,2.99
GBR,MA,2021,2.57
USA,MA,2021,5.2
ARE,MA,2021,1.9
SGP,MA,2021,3.7
MMR,MA,2021,0.74
MYS,MA,2021,3.64
AUS,FE,2021,3.26
PHL,FE,2021,6.51
THA,FE,2021,1.61
VNM,FE,2021,5.91
GBR,FE,2021,2.39
USA,FE,2021,5.96
ARE,FE,2021,9.47
SGP,FE,2021,4.6
MMR,FE,2021,0.88
MYS,FE,2021,4.46
AUS,FE,2021,8.03
PHL,FE,2021,4.26
THA,FE,2021,0.44
VNM,FE,2021,1.77
GBR,FE,2021,6.23
USA,FE,2021,13.99
ARE,FE,2021,4.14
SGP,FE,2021,2.93
MMR,FE,2021,0.28
MYS,FE,2021,2.53
AUS,MA,2021,9.01
PHL,MA,2021,4.56
THA,MA,2021,0.62
VNM,MA,2021,1.65
GBR,MA,2021,6.72
USA,MA,2021,10.52
ARE,MA,2021,0.71
SGP,MA,2021,4.03
MMR,MA,2021,0.29
MYS,MA,2021,1.86
AUS,FE,2021,6.82
PHL,FE,2021,8.1
THA,FE,2021,1.02
VNM,FE,2021,3.25
GBR,FE,2021,3.96
USA,FE,2021,11.1
ARE,FE,2021,10.52
SGP,FE,2021,4.78
MMR,FE,2021,0.16
MYS,FE,2021,4.44
AUS,MA,2021,5.18
PHL,MA,2021,9.8
THA,MA,2021,0.98
VNM,MA,2021,2.27
GBR,MA,2021,4.03
USA,MA,2021,9.97
ARE,MA,2021,2.53
SGP,MA,2021,4.5
MMR,MA,2021,0.19
MYS,MA,2021,3.9
